accepted,bundle_path,campaign_id,candidate_id,code_commit,connected_component_count,created_at_utc,degree_cv,density,environment_target,family,instance_id,intended_hypothesis,largest_component_size,lifecycle_state,modularity,num_edges,num_vertices,params_json,pool_role,rejection_reason,seed,solver_results_used,validation_passed,validation_report_path,variant
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_common_a_seed990601,EXP-MULTILEVEL-EXCEPTION-MINING-001,f06_common_a_seed990601,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:57.734442+00:00,0.1727551497468129,0.015912698412698413,common,F06,f06_common_a_seed990601,road-like sparse topology for spatial/local separator behavior; intended environment stratum: common,225,generated,,401,225,{},exploratory_candidate,,990601,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f06_common_a_seed990601.json,common_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_common_b_seed990602,EXP-MULTILEVEL-EXCEPTION-MINING-001,f06_common_b_seed990602,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:58.073964+00:00,0.1825991630264787,0.015912698412698413,common,F06,f06_common_b_seed990602,road-like sparse topology for spatial/local separator behavior; intended environment stratum: common,225,generated,,401,225,{},exploratory_candidate,,990602,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f06_common_b_seed990602.json,common_b
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_common_c_seed990603,EXP-MULTILEVEL-EXCEPTION-MINING-001,f06_common_c_seed990603,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:58.438822+00:00,0.19010771787886982,0.015912698412698413,common,F06,f06_common_c_seed990603,road-like sparse topology for spatial/local separator behavior; intended environment stratum: common,225,generated,,401,225,{},exploratory_candidate,,990603,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f06_common_c_seed990603.json,common_c
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_common_scaled_seed990604,EXP-MULTILEVEL-EXCEPTION-MINING-001,f06_common_scaled_seed990604,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:58.798652+00:00,0.19512690635129293,0.015833333333333335,common,F06,f06_common_scaled_seed990604,road-like sparse topology for spatial/local separator behavior; intended environment stratum: common,225,generated,,399,225,"{""epsilon"": 0.033, ""perturbation_rate"": 0.05500000000000001}",exploratory_candidate,,990604,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f06_common_scaled_seed990604.json,common_scaled
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_server_a_seed990605,EXP-MULTILEVEL-EXCEPTION-MINING-001,f06_server_a_seed990605,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:59.139823+00:00,0.1806732736825931,0.015912698412698413,server_expanded,F06,f06_server_a_seed990605,road-like sparse topology for spatial/local separator behavior; intended environment stratum: server_expanded,225,generated,,401,225,{},exploratory_candidate,,990605,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f06_server_a_seed990605.json,server_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_server_b_seed990606,EXP-MULTILEVEL-EXCEPTION-MINING-001,f06_server_b_seed990606,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:59.462467+00:00,0.19555002414080144,0.015912698412698413,server_expanded,F06,f06_server_b_seed990606,road-like sparse topology for spatial/local separator behavior; intended environment stratum: server_expanded,225,generated,,401,225,{},exploratory_candidate,,990606,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f06_server_b_seed990606.json,server_b
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_server_scaled_seed990607,EXP-MULTILEVEL-EXCEPTION-MINING-001,f06_server_scaled_seed990607,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:59.789137+00:00,0.18322231832663308,0.015753968253968253,server_expanded,F06,f06_server_scaled_seed990607,road-like sparse topology for spatial/local separator behavior; intended environment stratum: server_expanded,225,generated,,397,225,"{""epsilon"": 0.036, ""perturbation_rate"": 0.06}",exploratory_candidate,,990607,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f06_server_scaled_seed990607.json,server_scaled
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_holdout_a_seed990608,EXP-MULTILEVEL-EXCEPTION-MINING-001,f06_holdout_a_seed990608,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:00.104873+00:00,0.17675855507899604,0.015912698412698413,holdout,F06,f06_holdout_a_seed990608,road-like sparse topology for spatial/local separator behavior; intended environment stratum: holdout,225,holdout_reserved,,401,225,{},reserved_holdout,,990608,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f06_holdout_a_seed990608.json,holdout_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_common_a_seed990701,EXP-MULTILEVEL-EXCEPTION-MINING-001,f07_common_a_seed990701,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:00.424326+00:00,0.3951788138434683,0.04394654088050314,common,F07,f07_common_a_seed990701,dense weak-signal topology for noisy cut structure; intended environment stratum: common,160,generated,0.3227924257794874,559,160,{},exploratory_candidate,,990701,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f07_common_a_seed990701.json,common_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_common_b_seed990702,EXP-MULTILEVEL-EXCEPTION-MINING-001,f07_common_b_seed990702,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:00.760865+00:00,0.37345431549384134,0.045676100628930814,common,F07,f07_common_b_seed990702,dense weak-signal topology for noisy cut structure; intended environment stratum: common,160,generated,0.2736794238670937,581,160,{},exploratory_candidate,,990702,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f07_common_b_seed990702.json,common_b
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_common_c_seed990703,EXP-MULTILEVEL-EXCEPTION-MINING-001,f07_common_c_seed990703,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:01.142868+00:00,0.34887928030032506,0.04261006289308176,common,F07,f07_common_c_seed990703,dense weak-signal topology for noisy cut structure; intended environment stratum: common,160,generated,0.3328913685815825,542,160,{},exploratory_candidate,,990703,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f07_common_c_seed990703.json,common_c
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_common_scaled_seed990704,EXP-MULTILEVEL-EXCEPTION-MINING-001,f07_common_scaled_seed990704,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:01.510844+00:00,0.31387946232328334,0.046554694229112834,common,F07,f07_common_scaled_seed990704,dense weak-signal topology for noisy cut structure; intended environment stratum: common,216,generated,0.30684106349604345,1081,216,"{""edge_density"": 0.05500000000000001, ""epsilon"": 0.033, ""n"": 216, ""planted_signal"": 0.05500000000000001}",exploratory_candidate,,990704,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f07_common_scaled_seed990704.json,common_scaled
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_server_a_seed990705,EXP-MULTILEVEL-EXCEPTION-MINING-001,f07_server_a_seed990705,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:01.846017+00:00,0.3827484154956063,0.04111635220125786,server_expanded,F07,f07_server_a_seed990705,dense weak-signal topology for noisy cut structure; intended environment stratum: server_expanded,160,generated,0.288329573829466,523,160,{},exploratory_candidate,,990705,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f07_server_a_seed990705.json,server_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_server_b_seed990706,EXP-MULTILEVEL-EXCEPTION-MINING-001,f07_server_b_seed990706,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:02.167469+00:00,0.3189941558526489,0.04779874213836478,server_expanded,F07,f07_server_b_seed990706,dense weak-signal topology for noisy cut structure; intended environment stratum: server_expanded,160,generated,0.29106837560595566,608,160,{},exploratory_candidate,,990706,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f07_server_b_seed990706.json,server_b
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_server_scaled_seed990707,EXP-MULTILEVEL-EXCEPTION-MINING-001,f07_server_scaled_seed990707,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:02.520451+00:00,0.25216538031850666,0.052329749103942655,server_expanded,F07,f07_server_scaled_seed990707,dense weak-signal topology for noisy cut structure; intended environment stratum: server_expanded,280,generated,0.3186256323696677,2044,280,"{""edge_density"": 0.06, ""epsilon"": 0.036, ""n"": 280, ""planted_signal"": 0.06}",exploratory_candidate,,990707,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f07_server_scaled_seed990707.json,server_scaled
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_holdout_a_seed990708,EXP-MULTILEVEL-EXCEPTION-MINING-001,f07_holdout_a_seed990708,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:02.846791+00:00,0.37466703788430183,0.04284591194968553,holdout,F07,f07_holdout_a_seed990708,dense weak-signal topology for noisy cut structure; intended environment stratum: holdout,160,holdout_reserved,0.30864237017086105,545,160,{},reserved_holdout,,990708,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f07_holdout_a_seed990708.json,holdout_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_common_a_seed990801,EXP-MULTILEVEL-EXCEPTION-MINING-001,f08_common_a_seed990801,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:03.169712+00:00,0.4015048755231142,0.05232774674115456,common,F08,f08_common_a_seed990801,balance-hard planted topology for feasibility and balance stress; intended environment stratum: common,180,generated,0.6093929633335163,843,180,{},exploratory_candidate,,990801,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f08_common_a_seed990801.json,common_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_common_b_seed990802,EXP-MULTILEVEL-EXCEPTION-MINING-001,f08_common_b_seed990802,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:03.558926+00:00,0.3716877029397145,0.05524518932340161,common,F08,f08_common_b_seed990802,balance-hard planted topology for feasibility and balance stress; intended environment stratum: common,180,generated,0.6109405378108825,890,180,{},exploratory_candidate,,990802,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f08_common_b_seed990802.json,common_b
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_common_c_seed990803,EXP-MULTILEVEL-EXCEPTION-MINING-001,f08_common_c_seed990803,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:03.905829+00:00,0.3642108221016847,0.05567970204841713,common,F08,f08_common_c_seed990803,balance-hard planted topology for feasibility and balance stress; intended environment stratum: common,180,generated,0.6237271768026458,897,180,{},exploratory_candidate,,990803,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f08_common_c_seed990803.json,common_c
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_common_scaled_seed990804,EXP-MULTILEVEL-EXCEPTION-MINING-001,f08_common_scaled_seed990804,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:04.307447+00:00,0.40627556351171773,0.04217256742509268,common,F08,f08_common_scaled_seed990804,balance-hard planted topology for feasibility and balance stress; intended environment stratum: common,243,generated,0.6351869797086368,1240,243,"{""block_size_skew"": 0.275, ""epsilon"": 0.033, ""n"": 243, ""planted_blocks"": 6}",exploratory_candidate,,990804,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f08_common_scaled_seed990804.json,common_scaled
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_server_a_seed990805,EXP-MULTILEVEL-EXCEPTION-MINING-001,f08_server_a_seed990805,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:04.724579+00:00,0.39275586774673316,0.05394165114835506,server_expanded,F08,f08_server_a_seed990805,balance-hard planted topology for feasibility and balance stress; intended environment stratum: server_expanded,180,generated,0.6207689486083101,869,180,{},exploratory_candidate,,990805,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f08_server_a_seed990805.json,server_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_server_b_seed990806,EXP-MULTILEVEL-EXCEPTION-MINING-001,f08_server_b_seed990806,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:05.176034+00:00,0.36077638436682546,0.05487274984481688,server_expanded,F08,f08_server_b_seed990806,balance-hard planted topology for feasibility and balance stress; intended environment stratum: server_expanded,180,generated,0.6348725967936775,884,180,{},exploratory_candidate,,990806,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f08_server_b_seed990806.json,server_b
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_server_scaled_seed990807,EXP-MULTILEVEL-EXCEPTION-MINING-001,f08_server_scaled_seed990807,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:05.655619+00:00,0.4704806493838525,0.035284602163583055,server_expanded,F08,f08_server_scaled_seed990807,balance-hard planted topology for feasibility and balance stress; intended environment stratum: server_expanded,315,generated,0.6437157330399585,1745,315,"{""block_size_skew"": 0.275, ""epsilon"": 0.036, ""n"": 315, ""planted_blocks"": 7}",exploratory_candidate,,990807,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f08_server_scaled_seed990807.json,server_scaled
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_holdout_a_seed990808,EXP-MULTILEVEL-EXCEPTION-MINING-001,f08_holdout_a_seed990808,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:53:06.086853+00:00,0.3503706808844968,0.052948479205462445,holdout,F08,f08_holdout_a_seed990808,balance-hard planted topology for feasibility and balance stress; intended environment stratum: holdout,180,holdout_reserved,0.6478252742888008,853,180,{},reserved_holdout,,990808,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f08_holdout_a_seed990808.json,holdout_a
