campaign_id,freeze_id,created_at_utc,candidate_id,family,environment_target,variant,source_lifecycle_state,frozen_lifecycle_state,selection_decision,selection_reason,priority_label_from_screening,labels_seen_from_screening,min_relative_gap_meta_vs_multilevel,bundle_path,instance_path,graph_metis_path,graph_edges_path,manifest_row_path,sha256sums_path,confirmation_portfolio,confirmation_budgets_ms,confirmation_seeds,confirmation_environment_design,claim_boundary
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f05_server_b_seed990506,F05,server_expanded,server_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.024096385542168676,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_server_b_seed990506,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f05_server_scaled_seed990507,F05,server_expanded,server_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.24803149606299213,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_server_scaled_seed990507,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f06_common_a_seed990601,F06,common,common_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_common_a_seed990601,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f06_common_b_seed990602,F06,common,common_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_common_b_seed990602,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f06_common_c_seed990603,F06,common,common_c,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_common_c_seed990603,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f06_common_scaled_seed990604,F06,common,common_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_common_scaled_seed990604,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f06_server_a_seed990605,F06,server_expanded,server_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.07692307692307693,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_server_a_seed990605,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f06_server_b_seed990606,F06,server_expanded,server_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.26666666666666666,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_server_b_seed990606,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f06_server_scaled_seed990607,F06,server_expanded,server_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.08333333333333333,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F06/f06_server_scaled_seed990607,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f07_common_a_seed990701,F07,common,common_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_common_a_seed990701,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f07_common_b_seed990702,F07,common,common_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.0738255033557047,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_common_b_seed990702,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f07_common_c_seed990703,F07,common,common_c,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.023809523809523808,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_common_c_seed990703,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f07_common_scaled_seed990704,F07,common,common_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.02120141342756184,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_common_scaled_seed990704,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f07_server_a_seed990705,F07,server_expanded,server_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.02586206896551724,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_server_a_seed990705,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f07_server_b_seed990706,F07,server_expanded,server_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.0718954248366013,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_server_b_seed990706,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f07_server_scaled_seed990707,F07,server_expanded,server_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.02097902097902098,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F07/f07_server_scaled_seed990707,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f08_common_a_seed990801,F08,common,common_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.02857142857142857,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_common_a_seed990801,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f08_common_b_seed990802,F08,common,common_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.0684931506849315,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_common_b_seed990802,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f08_common_c_seed990803,F08,common,common_c,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_common_c_seed990803,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f08_common_scaled_seed990804,F08,common,common_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_common_scaled_seed990804,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f08_server_a_seed990805,F08,server_expanded,server_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_server_a_seed990805,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f08_server_b_seed990806,F08,server_expanded,server_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.1875,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_server_b_seed990806,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f08_server_scaled_seed990807,F08,server_expanded,server_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.037037037037037035,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F08/f08_server_scaled_seed990807,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
